Song,Artist,Spotify_ID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Forever Young,BLACKPINK,6veFyjNycn6EaNCKhkPXUY,0.605,0.949,4.0,-2.907,1.0,0.0886,0.0414,0.0,0.0746,0.506,110.01,audio_features,6veFyjNycn6EaNCKhkPXUY,spotify:track:6veFyjNycn6EaNCKhkPXUY,https://api.spotify.com/v1/tracks/6veFyjNycn6EaNCKhkPXUY,https://api.spotify.com/v1/audio-analysis/6veFyjNycn6EaNCKhkPXUY,239100.0,4.0
Box Fan Long Loop For Sleep,Fan Sounds,73JirkTXPVTjKe4bMyzCBf,,,,,,,,,,,,,,,,,,
因為你 所以我,Mayday,3oRP6yGs5d0kFpGRRzzaS8,0.47,0.685,11.0,-6.896,1.0,0.0363,0.188,0.0,0.112,0.488,152.103,audio_features,3oRP6yGs5d0kFpGRRzzaS8,spotify:track:3oRP6yGs5d0kFpGRRzzaS8,https://api.spotify.com/v1/tracks/3oRP6yGs5d0kFpGRRzzaS8,https://api.spotify.com/v1/audio-analysis/3oRP6yGs5d0kFpGRRzzaS8,281800.0,4.0
"Corrina, Corrina",Ray Peterson,7LaCTjMLXG03oWhl6Va3PZ,0.481,0.413,9.0,-8.688,1.0,0.0326,0.798,1.61e-05,0.0817,0.681,127.591,audio_features,7LaCTjMLXG03oWhl6Va3PZ,spotify:track:7LaCTjMLXG03oWhl6Va3PZ,https://api.spotify.com/v1/tracks/7LaCTjMLXG03oWhl6Va3PZ,https://api.spotify.com/v1/audio-analysis/7LaCTjMLXG03oWhl6Va3PZ,162160.0,4.0
"Happy Holidays, You Bastard",blink-182,5lE1g5Qsi1stIjYh8O5FC1,0.408,0.988,11.0,-2.028,1.0,0.0961,0.0168,0.0,0.506,0.963,172.529,audio_features,5lE1g5Qsi1stIjYh8O5FC1,spotify:track:5lE1g5Qsi1stIjYh8O5FC1,https://api.spotify.com/v1/tracks/5lE1g5Qsi1stIjYh8O5FC1,https://api.spotify.com/v1/audio-analysis/5lE1g5Qsi1stIjYh8O5FC1,42400.0,4.0
Forever,Alex Keeper,0y4iXXlpVFJSQjlx0vQ3MZ,0.763,0.457,10.0,-14.629,0.0,0.0539,0.796,0.414,0.108,0.0384,117.996,audio_features,0y4iXXlpVFJSQjlx0vQ3MZ,spotify:track:0y4iXXlpVFJSQjlx0vQ3MZ,https://api.spotify.com/v1/tracks/0y4iXXlpVFJSQjlx0vQ3MZ,https://api.spotify.com/v1/audio-analysis/0y4iXXlpVFJSQjlx0vQ3MZ,172714.0,4.0
"Messiah, HWV 56 / Pt. 2: XLII. ""Hallelujah""",George Frideric Handel;The English Concert;Trevor Pinnock;The English Concert Choir,26MkIm5xaKjY1vMyxer7NN,0.43,0.219,1.0,-14.819,1.0,0.0293,0.952,0.668,0.155,0.305,103.001,audio_features,26MkIm5xaKjY1vMyxer7NN,spotify:track:26MkIm5xaKjY1vMyxer7NN,https://api.spotify.com/v1/tracks/26MkIm5xaKjY1vMyxer7NN,https://api.spotify.com/v1/audio-analysis/26MkIm5xaKjY1vMyxer7NN,236800.0,4.0
I Like You,Ben Rector,7Afr3PKTtlFGHGiXYgnv6P,0.624,0.334,3.0,-11.89,1.0,0.0391,0.321,3.27e-06,0.113,0.397,157.92,audio_features,7Afr3PKTtlFGHGiXYgnv6P,spotify:track:7Afr3PKTtlFGHGiXYgnv6P,https://api.spotify.com/v1/tracks/7Afr3PKTtlFGHGiXYgnv6P,https://api.spotify.com/v1/audio-analysis/7Afr3PKTtlFGHGiXYgnv6P,138507.0,4.0
GTA 2,Rarin,0qjux3nULEYN7Yz9jijgWz,0.627,0.652,5.0,-8.545,0.0,0.122,0.214,0.0,0.0767,0.487,160.089,audio_features,0qjux3nULEYN7Yz9jijgWz,spotify:track:0qjux3nULEYN7Yz9jijgWz,https://api.spotify.com/v1/tracks/0qjux3nULEYN7Yz9jijgWz,https://api.spotify.com/v1/audio-analysis/0qjux3nULEYN7Yz9jijgWz,123152.0,4.0
Superlove,doVicente,5f5DBTOW5Y6wPiKTVcYVkg,0.753,0.809,6.0,-8.268,1.0,0.0637,0.317,0.0076,0.141,0.409,119.991,audio_features,5f5DBTOW5Y6wPiKTVcYVkg,spotify:track:5f5DBTOW5Y6wPiKTVcYVkg,https://api.spotify.com/v1/tracks/5f5DBTOW5Y6wPiKTVcYVkg,https://api.spotify.com/v1/audio-analysis/5f5DBTOW5Y6wPiKTVcYVkg,145738.0,4.0
On Repeat,Robin Schulz;David Guetta,5A4ZiHFL4VKlKbJKyALHVG,0.609,0.801,1.0,-8.483,0.0,0.0694,0.0246,0.00255,0.37,0.202,122.958,audio_features,5A4ZiHFL4VKlKbJKyALHVG,spotify:track:5A4ZiHFL4VKlKbJKyALHVG,https://api.spotify.com/v1/tracks/5A4ZiHFL4VKlKbJKyALHVG,https://api.spotify.com/v1/audio-analysis/5A4ZiHFL4VKlKbJKyALHVG,190217.0,4.0
Dhadak Title Track,Ajay Gogavale;Shreya Ghoshal,6kOuIhlzgPlqlrWPudpSHL,0.76,0.807,6.0,-5.603,1.0,0.0866,0.304,0.0,0.11,0.562,113.975,audio_features,6kOuIhlzgPlqlrWPudpSHL,spotify:track:6kOuIhlzgPlqlrWPudpSHL,https://api.spotify.com/v1/tracks/6kOuIhlzgPlqlrWPudpSHL,https://api.spotify.com/v1/audio-analysis/6kOuIhlzgPlqlrWPudpSHL,392411.0,4.0
Free Fallin',Tom Petty,5tVA6TkbaAH9QMITTQRrNv,0.623,0.449,5.0,-13.333,1.0,0.0253,0.212,0.0,0.0613,0.572,84.383,audio_features,5tVA6TkbaAH9QMITTQRrNv,spotify:track:5tVA6TkbaAH9QMITTQRrNv,https://api.spotify.com/v1/tracks/5tVA6TkbaAH9QMITTQRrNv,https://api.spotify.com/v1/audio-analysis/5tVA6TkbaAH9QMITTQRrNv,256000.0,4.0
Andorinha Machucada / Tudo de Novo / Pense em Mim (Ao Vivo),Léo Magalhães,3zPVG3y3rEzyixSFhe3XYu,0.415,0.501,11.0,-7.232,1.0,0.0361,0.83,0.0,0.242,0.306,114.579,audio_features,3zPVG3y3rEzyixSFhe3XYu,spotify:track:3zPVG3y3rEzyixSFhe3XYu,https://api.spotify.com/v1/tracks/3zPVG3y3rEzyixSFhe3XYu,https://api.spotify.com/v1/audio-analysis/3zPVG3y3rEzyixSFhe3XYu,225360.0,4.0
Lucille,Little Richard,4YXKKnIZuk7UtXH5oC0ffa,0.676,0.708,8.0,-12.115,0.0,0.0698,0.592,0.000307,0.166,0.919,143.669,audio_features,4YXKKnIZuk7UtXH5oC0ffa,spotify:track:4YXKKnIZuk7UtXH5oC0ffa,https://api.spotify.com/v1/tracks/4YXKKnIZuk7UtXH5oC0ffa,https://api.spotify.com/v1/audio-analysis/4YXKKnIZuk7UtXH5oC0ffa,143827.0,4.0
Blame,Ekali;ZHU,5Z3trOR982mBrJcPfrLUsq,0.786,0.706,9.0,-6.212,0.0,0.0537,0.251,0.213,0.142,0.313,120.011,audio_features,5Z3trOR982mBrJcPfrLUsq,spotify:track:5Z3trOR982mBrJcPfrLUsq,https://api.spotify.com/v1/tracks/5Z3trOR982mBrJcPfrLUsq,https://api.spotify.com/v1/audio-analysis/5Z3trOR982mBrJcPfrLUsq,255093.0,4.0
(Evil Hearted Me) Downright Evil,Jody Reynolds,3RVKeAie8vdadw5r1PPBx5,0.593,0.865,4.0,-10.227,1.0,0.0378,0.719,2.29e-05,0.303,0.969,157.96,audio_features,3RVKeAie8vdadw5r1PPBx5,spotify:track:3RVKeAie8vdadw5r1PPBx5,https://api.spotify.com/v1/tracks/3RVKeAie8vdadw5r1PPBx5,https://api.spotify.com/v1/audio-analysis/3RVKeAie8vdadw5r1PPBx5,154467.0,4.0
Doiloi,Marina Herlop,4Qof27HYNjISAVepmVBD7t,0.339,0.359,10.0,-11.224,0.0,0.0455,0.595,0.811,0.116,0.17,86.68,audio_features,4Qof27HYNjISAVepmVBD7t,spotify:track:4Qof27HYNjISAVepmVBD7t,https://api.spotify.com/v1/tracks/4Qof27HYNjISAVepmVBD7t,https://api.spotify.com/v1/audio-analysis/4Qof27HYNjISAVepmVBD7t,316500.0,4.0
If You'Re Smart,The Nightraver,7zTjB5Ir8H6oSxLkum5Hjl,0.791,0.494,9.0,-7.283,1.0,0.0688,0.338,0.0133,0.0948,0.906,120.097,audio_features,7zTjB5Ir8H6oSxLkum5Hjl,spotify:track:7zTjB5Ir8H6oSxLkum5Hjl,https://api.spotify.com/v1/tracks/7zTjB5Ir8H6oSxLkum5Hjl,https://api.spotify.com/v1/audio-analysis/7zTjB5Ir8H6oSxLkum5Hjl,127651.0,4.0
Myself,Bazzi,5YLHLxoZsodDWjqSgjhBf3,0.745,0.561,9.0,-5.513,0.0,0.072,0.465,1.12e-06,0.0338,0.902,195.918,audio_features,5YLHLxoZsodDWjqSgjhBf3,spotify:track:5YLHLxoZsodDWjqSgjhBf3,https://api.spotify.com/v1/tracks/5YLHLxoZsodDWjqSgjhBf3,https://api.spotify.com/v1/audio-analysis/5YLHLxoZsodDWjqSgjhBf3,167553.0,4.0
When Worlds Collide,Powerman 5000,6aF5JtQSrh7wNrkDE9B0My,0.56,0.903,11.0,-4.77,1.0,0.0754,0.00132,0.0,0.291,0.581,143.821,audio_features,6aF5JtQSrh7wNrkDE9B0My,spotify:track:6aF5JtQSrh7wNrkDE9B0My,https://api.spotify.com/v1/tracks/6aF5JtQSrh7wNrkDE9B0My,https://api.spotify.com/v1/audio-analysis/6aF5JtQSrh7wNrkDE9B0My,177960.0,4.0
Memory Cascades,Isan,711BBmOUME3b84D6ORQcW1,0.787,0.976,6.0,-6.896,0.0,0.236,0.302,0.0291,0.346,0.268,145.049,audio_features,711BBmOUME3b84D6ORQcW1,spotify:track:711BBmOUME3b84D6ORQcW1,https://api.spotify.com/v1/tracks/711BBmOUME3b84D6ORQcW1,https://api.spotify.com/v1/audio-analysis/711BBmOUME3b84D6ORQcW1,110005.0,4.0
Heavy Metal Love,twocolors,4M0YEy6ADqabc9RT8JZnjc,0.768,0.767,5.0,-8.06,0.0,0.0358,0.194,0.0,0.121,0.457,125.029,audio_features,4M0YEy6ADqabc9RT8JZnjc,spotify:track:4M0YEy6ADqabc9RT8JZnjc,https://api.spotify.com/v1/tracks/4M0YEy6ADqabc9RT8JZnjc,https://api.spotify.com/v1/audio-analysis/4M0YEy6ADqabc9RT8JZnjc,132000.0,4.0
Break Ups Suck Ass,Powfu;sadeyes,6j4iG6l7Wg42XNocYT1f6B,0.413,0.479,1.0,-11.344,0.0,0.0417,0.0125,0.815,0.0708,0.289,84.937,audio_features,6j4iG6l7Wg42XNocYT1f6B,spotify:track:6j4iG6l7Wg42XNocYT1f6B,https://api.spotify.com/v1/tracks/6j4iG6l7Wg42XNocYT1f6B,https://api.spotify.com/v1/audio-analysis/6j4iG6l7Wg42XNocYT1f6B,132228.0,4.0
Make Me Happy,Lindsay Mendez;Ben Crawford,6OEHLXWw1PDfhbJLbNRi94,0.713,0.639,10.0,-5.769,1.0,0.05,0.423,0.0,0.129,0.944,92.072,audio_features,6OEHLXWw1PDfhbJLbNRi94,spotify:track:6OEHLXWw1PDfhbJLbNRi94,https://api.spotify.com/v1/tracks/6OEHLXWw1PDfhbJLbNRi94,https://api.spotify.com/v1/audio-analysis/6OEHLXWw1PDfhbJLbNRi94,137053.0,4.0
Vuela paloma,Los Tecolines,6L7p1wN8qJplt46fRn2QZv,0.65,0.671,9.0,-9.139,1.0,0.0409,0.0475,0.00376,0.0802,0.762,109.371,audio_features,6L7p1wN8qJplt46fRn2QZv,spotify:track:6L7p1wN8qJplt46fRn2QZv,https://api.spotify.com/v1/tracks/6L7p1wN8qJplt46fRn2QZv,https://api.spotify.com/v1/audio-analysis/6L7p1wN8qJplt46fRn2QZv,190880.0,4.0
Obama and Hitler!,Jamie Kilstein,3AO4zBhbT0E8hxb9HMSmbM,0.705,0.555,2.0,-7.811,1.0,0.941,0.653,0.0,0.649,0.661,116.073,audio_features,3AO4zBhbT0E8hxb9HMSmbM,spotify:track:3AO4zBhbT0E8hxb9HMSmbM,https://api.spotify.com/v1/tracks/3AO4zBhbT0E8hxb9HMSmbM,https://api.spotify.com/v1/audio-analysis/3AO4zBhbT0E8hxb9HMSmbM,140199.0,5.0
Ponto Final,Limão Com Mel;Tarcísio do Acordeon,6LFXmq8DuXrxoyrPz7c5Lw,0.657,0.829,2.0,-5.596,0.0,0.0673,0.276,0.0,0.207,0.569,117.029,audio_features,6LFXmq8DuXrxoyrPz7c5Lw,spotify:track:6LFXmq8DuXrxoyrPz7c5Lw,https://api.spotify.com/v1/tracks/6LFXmq8DuXrxoyrPz7c5Lw,https://api.spotify.com/v1/audio-analysis/6LFXmq8DuXrxoyrPz7c5Lw,206768.0,4.0
Stayin' Alive,Bee Gees,3nWQeWN4glGk3R9EZ7VwO5,0.709,0.53,10.0,-19.793,0.0,0.044,0.111,0.00621,0.0884,0.648,103.641,audio_features,3nWQeWN4glGk3R9EZ7VwO5,spotify:track:3nWQeWN4glGk3R9EZ7VwO5,https://api.spotify.com/v1/tracks/3nWQeWN4glGk3R9EZ7VwO5,https://api.spotify.com/v1/audio-analysis/3nWQeWN4glGk3R9EZ7VwO5,92867.0,4.0
Little Jack Horner - Original Mix,Cameron's Bedtime Classics,4RShNT9cGPE2jnrO82Ma0I,0.495,0.137,5.0,-17.15,1.0,0.0468,0.968,0.946,0.109,0.271,139.73,audio_features,4RShNT9cGPE2jnrO82Ma0I,spotify:track:4RShNT9cGPE2jnrO82Ma0I,https://api.spotify.com/v1/tracks/4RShNT9cGPE2jnrO82Ma0I,https://api.spotify.com/v1/audio-analysis/4RShNT9cGPE2jnrO82Ma0I,58827.0,3.0
"Dois Amores, Duas Paixões",Calcinha Preta,0Y2v82GQsomVCqnfWpRSg5,0.496,0.727,1.0,-4.378,0.0,0.0427,0.237,0.0,0.422,0.501,166.068,audio_features,0Y2v82GQsomVCqnfWpRSg5,spotify:track:0Y2v82GQsomVCqnfWpRSg5,https://api.spotify.com/v1/tracks/0Y2v82GQsomVCqnfWpRSg5,https://api.spotify.com/v1/audio-analysis/0Y2v82GQsomVCqnfWpRSg5,223007.0,4.0
Jaiye Foreign,Tiwa Savage;Zinoleesky,3iRKwxW8ZDjmL9nKk3nisz,0.82,0.816,5.0,-6.29,0.0,0.077,0.0216,7.81e-05,0.0541,0.861,108.98,audio_features,3iRKwxW8ZDjmL9nKk3nisz,spotify:track:3iRKwxW8ZDjmL9nKk3nisz,https://api.spotify.com/v1/tracks/3iRKwxW8ZDjmL9nKk3nisz,https://api.spotify.com/v1/audio-analysis/3iRKwxW8ZDjmL9nKk3nisz,190165.0,4.0
dooriyan,Zaeden,1HGtTmgl1sEycuS9lJviWQ,0.735,0.593,11.0,-7.473,1.0,0.0885,0.731,0.178,0.135,0.475,160.07,audio_features,1HGtTmgl1sEycuS9lJviWQ,spotify:track:1HGtTmgl1sEycuS9lJviWQ,https://api.spotify.com/v1/tracks/1HGtTmgl1sEycuS9lJviWQ,https://api.spotify.com/v1/audio-analysis/1HGtTmgl1sEycuS9lJviWQ,161625.0,4.0
Voice of the Soul,Death,69Yia3qCLw6N9U80WhLwLn,0.158,0.572,7.0,-6.293,0.0,0.0346,0.000926,0.893,0.144,0.347,79.176,audio_features,69Yia3qCLw6N9U80WhLwLn,spotify:track:69Yia3qCLw6N9U80WhLwLn,https://api.spotify.com/v1/tracks/69Yia3qCLw6N9U80WhLwLn,https://api.spotify.com/v1/audio-analysis/69Yia3qCLw6N9U80WhLwLn,223933.0,3.0
Ressuscitou (Resurrecting) [Kemuel Nation],Kemuel,2gXCSvmrjp5hDvFcIsPokd,0.657,0.545,6.0,-9.735,0.0,0.123,0.0223,0.000814,0.0438,0.589,176.059,audio_features,2gXCSvmrjp5hDvFcIsPokd,spotify:track:2gXCSvmrjp5hDvFcIsPokd,https://api.spotify.com/v1/tracks/2gXCSvmrjp5hDvFcIsPokd,https://api.spotify.com/v1/audio-analysis/2gXCSvmrjp5hDvFcIsPokd,253093.0,4.0
Utan att förstå,Lasse Stefanz,7G4FH6SEh9wgDRztDi3cDE,0.663,0.733,9.0,-5.09,1.0,0.0298,0.00878,9.01e-06,0.108,0.741,107.967,audio_features,7G4FH6SEh9wgDRztDi3cDE,spotify:track:7G4FH6SEh9wgDRztDi3cDE,https://api.spotify.com/v1/tracks/7G4FH6SEh9wgDRztDi3cDE,https://api.spotify.com/v1/audio-analysis/7G4FH6SEh9wgDRztDi3cDE,224640.0,4.0
Liebe ist ...,FiNCH;SDP,6ICSCAnoMatLPm3ZhIzRje,0.631,0.8,9.0,-4.179,1.0,0.101,0.107,0.0,0.373,0.782,156.941,audio_features,6ICSCAnoMatLPm3ZhIzRje,spotify:track:6ICSCAnoMatLPm3ZhIzRje,https://api.spotify.com/v1/tracks/6ICSCAnoMatLPm3ZhIzRje,https://api.spotify.com/v1/audio-analysis/6ICSCAnoMatLPm3ZhIzRje,183174.0,4.0
再見二丁目,Miriam Yeung,02ZTLRT946NDyhXdupoazK,0.601,0.334,5.0,-10.943,1.0,0.0426,0.767,0.0,0.109,0.256,143.946,audio_features,02ZTLRT946NDyhXdupoazK,spotify:track:02ZTLRT946NDyhXdupoazK,https://api.spotify.com/v1/tracks/02ZTLRT946NDyhXdupoazK,https://api.spotify.com/v1/audio-analysis/02ZTLRT946NDyhXdupoazK,237227.0,4.0
No Me Arrodillo,Almighty;Manny Montes,3JCcBtwNldEBd3O4hqYDWI,0.81,0.542,11.0,-7.146,0.0,0.415,0.102,0.0,0.113,0.376,164.151,audio_features,3JCcBtwNldEBd3O4hqYDWI,spotify:track:3JCcBtwNldEBd3O4hqYDWI,https://api.spotify.com/v1/tracks/3JCcBtwNldEBd3O4hqYDWI,https://api.spotify.com/v1/audio-analysis/3JCcBtwNldEBd3O4hqYDWI,225500.0,4.0
F***k Orgus (Dance) - Dr. Rude Remix,DJ Furax;Redshark,0fGDKi4UeXx8CypAvJdAj6,0.842,0.867,7.0,-6.886,1.0,0.364,0.00892,0.74,0.256,0.587,147.011,audio_features,0fGDKi4UeXx8CypAvJdAj6,spotify:track:0fGDKi4UeXx8CypAvJdAj6,https://api.spotify.com/v1/tracks/0fGDKi4UeXx8CypAvJdAj6,https://api.spotify.com/v1/audio-analysis/0fGDKi4UeXx8CypAvJdAj6,332408.0,4.0
Wasteland,Moore Kismet,0NmnFMWMkTETNANGpVVqyc,0.563,0.836,1.0,-3.901,0.0,0.0903,0.108,0.0,0.243,0.657,141.923,audio_features,0NmnFMWMkTETNANGpVVqyc,spotify:track:0NmnFMWMkTETNANGpVVqyc,https://api.spotify.com/v1/tracks/0NmnFMWMkTETNANGpVVqyc,https://api.spotify.com/v1/audio-analysis/0NmnFMWMkTETNANGpVVqyc,183424.0,4.0
If We Ever - 2018 Remaster,High Contrast,2QUVsQu7ESIXqOuLTE4r0A,0.665,0.864,7.0,-3.451,1.0,0.147,0.0533,0.0295,0.389,0.278,173.007,audio_features,2QUVsQu7ESIXqOuLTE4r0A,spotify:track:2QUVsQu7ESIXqOuLTE4r0A,https://api.spotify.com/v1/tracks/2QUVsQu7ESIXqOuLTE4r0A,https://api.spotify.com/v1/audio-analysis/2QUVsQu7ESIXqOuLTE4r0A,317974.0,4.0
Bossy,BadKidMacei;Badkidparis,5YRzeFvIc4yNhpzDcLKWvE,0.914,0.723,2.0,-6.193,1.0,0.138,0.196,0.0,0.216,0.335,95.0,audio_features,5YRzeFvIc4yNhpzDcLKWvE,spotify:track:5YRzeFvIc4yNhpzDcLKWvE,https://api.spotify.com/v1/tracks/5YRzeFvIc4yNhpzDcLKWvE,https://api.spotify.com/v1/audio-analysis/5YRzeFvIc4yNhpzDcLKWvE,144048.0,4.0
Growing Up Beside You,Paolo Nutini,6xM8oBy40nK1rOd8WmoOPx,0.605,0.704,5.0,-6.564,1.0,0.0476,0.241,0.0,0.137,0.4,80.925,audio_features,6xM8oBy40nK1rOd8WmoOPx,spotify:track:6xM8oBy40nK1rOd8WmoOPx,https://api.spotify.com/v1/tracks/6xM8oBy40nK1rOd8WmoOPx,https://api.spotify.com/v1/audio-analysis/6xM8oBy40nK1rOd8WmoOPx,220413.0,4.0
ULTRAnumb,Blue Stahli,3B0hzwc1e8AYOytj9hZS2I,0.439,0.915,2.0,-7.078,0.0,0.0745,0.000184,0.000899,0.326,0.34,91.993,audio_features,3B0hzwc1e8AYOytj9hZS2I,spotify:track:3B0hzwc1e8AYOytj9hZS2I,https://api.spotify.com/v1/tracks/3B0hzwc1e8AYOytj9hZS2I,https://api.spotify.com/v1/audio-analysis/3B0hzwc1e8AYOytj9hZS2I,265435.0,4.0
LOVE THAT WAS LOST - Remastered 2022,Eikichi Yazawa,1aesK4KrWp8IF3jtRdA3WJ,0.741,0.519,0.0,-11.103,1.0,0.0259,0.215,0.00205,0.319,0.899,107.882,audio_features,1aesK4KrWp8IF3jtRdA3WJ,spotify:track:1aesK4KrWp8IF3jtRdA3WJ,https://api.spotify.com/v1/tracks/1aesK4KrWp8IF3jtRdA3WJ,https://api.spotify.com/v1/audio-analysis/1aesK4KrWp8IF3jtRdA3WJ,225827.0,4.0
Hansnuhana,Fossils,5fIWOnufnkAtDp9SDqRMD3,0.528,0.427,4.0,-12.304,1.0,0.0548,0.27,2.18e-05,0.105,0.307,133.127,audio_features,5fIWOnufnkAtDp9SDqRMD3,spotify:track:5fIWOnufnkAtDp9SDqRMD3,https://api.spotify.com/v1/tracks/5fIWOnufnkAtDp9SDqRMD3,https://api.spotify.com/v1/audio-analysis/5fIWOnufnkAtDp9SDqRMD3,294323.0,4.0
Sonate IV Opus 180 Pour Violoncelle Et Piano - 3ème Mouvement,Alireza Mashayekhi;Marie-Thérèse Grisenti;Marc Vitantonio;Duo Grisenti Vitantonio,6copqnozlU7klnzLV5em9d,0.455,0.271,3.0,-15.999,1.0,0.0408,0.89,0.229,0.0766,0.569,117.309,audio_features,6copqnozlU7klnzLV5em9d,spotify:track:6copqnozlU7klnzLV5em9d,https://api.spotify.com/v1/tracks/6copqnozlU7klnzLV5em9d,https://api.spotify.com/v1/audio-analysis/6copqnozlU7klnzLV5em9d,174613.0,4.0
Renaissance (Edit),Culture Shock,1g4C1BrGd4O1Dt5y0xue96,0.458,0.981,1.0,-1.65,1.0,0.0518,0.0573,0.0363,0.172,0.143,173.882,audio_features,1g4C1BrGd4O1Dt5y0xue96,spotify:track:1g4C1BrGd4O1Dt5y0xue96,https://api.spotify.com/v1/tracks/1g4C1BrGd4O1Dt5y0xue96,https://api.spotify.com/v1/audio-analysis/1g4C1BrGd4O1Dt5y0xue96,209549.0,4.0
Pessoal Particular (Ao Vivo),Seu Jorge,6TVmNRrCRzU3NlyuubLIzZ,0.788,0.916,9.0,-5.152,0.0,0.121,0.714,0.0,0.0867,0.828,104.013,audio_features,6TVmNRrCRzU3NlyuubLIzZ,spotify:track:6TVmNRrCRzU3NlyuubLIzZ,https://api.spotify.com/v1/tracks/6TVmNRrCRzU3NlyuubLIzZ,https://api.spotify.com/v1/audio-analysis/6TVmNRrCRzU3NlyuubLIzZ,248080.0,4.0
Desmond Kids Jams Theme Song,Desmond Dennis,5z6YX4XnUd06mWDQc7rF10,0.656,0.678,3.0,-5.615,1.0,0.365,0.532,0.0,0.0308,0.718,65.77,audio_features,5z6YX4XnUd06mWDQc7rF10,spotify:track:5z6YX4XnUd06mWDQc7rF10,https://api.spotify.com/v1/tracks/5z6YX4XnUd06mWDQc7rF10,https://api.spotify.com/v1/audio-analysis/5z6YX4XnUd06mWDQc7rF10,54866.0,4.0
Thaazhe Nee Tharame,Sachin Warrier;Job Kurian;Sayanora,36W9uGXk3QlW6ZyTKSMcI9,0.509,0.475,5.0,-8.994,0.0,0.0382,0.506,0.00383,0.168,0.173,135.31,audio_features,36W9uGXk3QlW6ZyTKSMcI9,spotify:track:36W9uGXk3QlW6ZyTKSMcI9,https://api.spotify.com/v1/tracks/36W9uGXk3QlW6ZyTKSMcI9,https://api.spotify.com/v1/audio-analysis/36W9uGXk3QlW6ZyTKSMcI9,171127.0,4.0
Anthracite,Django,2Qvk3Fx0auDcG7gpIgQAlV,0.651,0.399,2.0,-11.923,1.0,0.063,0.706,0.944,0.105,0.694,114.34,audio_features,2Qvk3Fx0auDcG7gpIgQAlV,spotify:track:2Qvk3Fx0auDcG7gpIgQAlV,https://api.spotify.com/v1/tracks/2Qvk3Fx0auDcG7gpIgQAlV,https://api.spotify.com/v1/audio-analysis/2Qvk3Fx0auDcG7gpIgQAlV,156653.0,4.0
Sendero Siniestro,Anal Vomit,5mfyiAYTK4MxWq2elg1Kpv,0.193,0.995,3.0,-4.893,1.0,0.18,4.29e-06,0.0737,0.0486,0.0743,109.837,audio_features,5mfyiAYTK4MxWq2elg1Kpv,spotify:track:5mfyiAYTK4MxWq2elg1Kpv,https://api.spotify.com/v1/tracks/5mfyiAYTK4MxWq2elg1Kpv,https://api.spotify.com/v1/audio-analysis/5mfyiAYTK4MxWq2elg1Kpv,155600.0,4.0
死の舞踏,Camille Saint-Saëns;石丸由佳,36a4ozKjdMRRNAVMcvuaiw,0.111,0.0114,5.0,-34.671,0.0,0.0355,0.958,0.942,0.216,0.037,83.577,audio_features,36a4ozKjdMRRNAVMcvuaiw,spotify:track:36a4ozKjdMRRNAVMcvuaiw,https://api.spotify.com/v1/tracks/36a4ozKjdMRRNAVMcvuaiw,https://api.spotify.com/v1/audio-analysis/36a4ozKjdMRRNAVMcvuaiw,69693.0,4.0
Crazy Arms,Ray Price,2cwGK6ZYfiZ1EZva2VEKSN,0.506,0.42,5.0,-9.785,1.0,0.0334,0.666,0.0,0.204,0.761,116.76,audio_features,2cwGK6ZYfiZ1EZva2VEKSN,spotify:track:2cwGK6ZYfiZ1EZva2VEKSN,https://api.spotify.com/v1/tracks/2cwGK6ZYfiZ1EZva2VEKSN,https://api.spotify.com/v1/audio-analysis/2cwGK6ZYfiZ1EZva2VEKSN,152509.0,4.0
爸爸媽媽,Ronghao Li,0w4Sf61CbM69gDD7RVmaBD,0.67,0.507,11.0,-6.551,1.0,0.0316,0.699,0.0,0.161,0.258,101.921,audio_features,0w4Sf61CbM69gDD7RVmaBD,spotify:track:0w4Sf61CbM69gDD7RVmaBD,https://api.spotify.com/v1/tracks/0w4Sf61CbM69gDD7RVmaBD,https://api.spotify.com/v1/audio-analysis/0w4Sf61CbM69gDD7RVmaBD,284216.0,4.0
Leave Before The Lights Come On,Arctic Monkeys,4qu63nuBpdn0qHUHuObEj1,0.721,0.738,7.0,-4.77,1.0,0.0403,0.00226,4.41e-06,0.118,0.637,119.976,audio_features,4qu63nuBpdn0qHUHuObEj1,spotify:track:4qu63nuBpdn0qHUHuObEj1,https://api.spotify.com/v1/tracks/4qu63nuBpdn0qHUHuObEj1,https://api.spotify.com/v1/audio-analysis/4qu63nuBpdn0qHUHuObEj1,154983.0,4.0
Thank You Note,salem ilese,5EHoaIl9RURnb8nhyf26ug,0.637,0.705,10.0,-7.546,0.0,0.0502,0.121,0.0,0.0857,0.553,158.013,audio_features,5EHoaIl9RURnb8nhyf26ug,spotify:track:5EHoaIl9RURnb8nhyf26ug,https://api.spotify.com/v1/tracks/5EHoaIl9RURnb8nhyf26ug,https://api.spotify.com/v1/audio-analysis/5EHoaIl9RURnb8nhyf26ug,156266.0,4.0
